Locus_tag	Product	Protein_ID	Start	End
pgaptmp_003105	tail length tape measure protein	WP_017353973.1	174793	176742
pgaptmp_003106	phage tail assembly chaperone	WP_012100314.1	176938	177351
pgaptmp_003107	phage tail tube protein	WP_012450094.1	177649	178116
pgaptmp_003108	phage tail sheath family protein	WP_012450957.1	178135	179445
pgaptmp_003109	hypothetical protein	WP_012451514.1	179446	179601
pgaptmp_003110	phage tail terminator family protein	WP_017353976.1	179591	180007
pgaptmp_003111	helix-turn-helix domain-containing protein	WP_012451074.1	180588	181097
pgaptmp_003112	helix-turn-helix domain-containing protein	WP_017353978.1	181352	181717
pgaptmp_003113	ImmA/IrrE family metallo-endopeptidase	WP_017353979.1	181723	182196
pgaptmp_003115	hypothetical protein	WP_012423774.1	182688	182924
pgaptmp_003116	Nif3-like dinuclear metal center hexameric protein	WP_003374591.1	182981	183772
pgaptmp_003117	tRNA (adenine(22)-N(1))-methyltransferase	WP_017826929.1	183819	184505
pgaptmp_003118	RNA polymerase sigma factor RpoD	WP_012424233.1	184599	185723
pgaptmp_003119	DNA primase	WP_017826931.1	185729	187507
pgaptmp_003120	deoxyguanosinetriphosphate triphosphohydrolase	WP_017353981.1	187756	188784
pgaptmp_003121	CotS family spore coat protein	WP_003374329.1	188972	190039
pgaptmp_003122	pyruvate%2C phosphate dikinase	WP_012423689.1	190213	192840
pgaptmp_003123	helix-turn-helix transcriptional regulator	WP_012422964.1	192929	193561
pgaptmp_003124	DUF4342 domain-containing protein	WP_003374106.1	193604	194221
pgaptmp_003125	DNA repair protein RecO	WP_003373526.1	194228	194977
pgaptmp_003126	GTPase Era	WP_012425102.1	195002	195889
pgaptmp_003127	diacylglycerol kinase	WP_003369820.1	196444	197145
pgaptmp_003128	rRNA maturation RNase YbeY	WP_017826935.1	197170	197670
pgaptmp_003129	HD family phosphohydrolase	WP_012450416.1	197683	199743
pgaptmp_003130	sporulation protein YqfD	WP_012422946.1	199778	200908
pgaptmp_003131	sporulation protein YqfC	WP_003374117.1	200911	201189
pgaptmp_003132	GatB/YqeY domain-containing protein	WP_003451322.1	201442	201891
pgaptmp_003133	30S ribosomal protein S21	WP_005805980.1	201921	202097
pgaptmp_003134	histidine triad nucleotide-binding protein	WP_012423643.1	202234	202578
pgaptmp_003135	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	WP_012422881.1	202795	204099
pgaptmp_003136	RsmE family RNA methyltransferase	WP_003372190.1	204099	204863
pgaptmp_003137	50S ribosomal protein L11 methyltransferase	WP_017353988.1	204957	205898
pgaptmp_003138	tRNA (guanosine(46)-N7)-methyltransferase TrmB	WP_012451733.1	206067	206726
pgaptmp_003139	nitrite/sulfite reductase	WP_017353989.1	206988	208538
pgaptmp_003140	molecular chaperone DnaJ	WP_003371919.1	208811	209917
pgaptmp_003141	molecular chaperone DnaK	WP_012422894.1	210021	211871
pgaptmp_003142	nucleotide exchange factor GrpE	WP_011968173.1	211951	212571
pgaptmp_003143	heat-inducible transcriptional repressor HrcA	WP_012425668.1	212610	213641
pgaptmp_003144	radical SAM family heme chaperone HemW	WP_011100195.1	213826	214965
pgaptmp_003145	translation elongation factor 4	WP_003371918.1	215063	216865
pgaptmp_003146	hypothetical protein	WP_012425244.1	217009	217389
pgaptmp_003147	stage II sporulation protein P	WP_017353992.1	217459	218526
pgaptmp_003148	GPR endopeptidase	WP_012423492.1	219098	220069
pgaptmp_003149	30S ribosomal protein S20	WP_012424655.1	220390	220653
pgaptmp_003150	DNA polymerase III subunit delta	WP_012424572.1	220785	221819
pgaptmp_003151	ComEC/Rec2 family competence protein	WP_003371422.1	221850	223550
pgaptmp_003152	cation-transporting P-type ATPase	WP_017825644.1	223556	226072
pgaptmp_003153	stage V sporulation protein AE	WP_003403640.1	226186	226542
pgaptmp_003154	stage V sporulation protein AD	WP_003373899.1	226566	227585
pgaptmp_003155	stage V sporulation protein AC	WP_003370639.1	227743	228201
pgaptmp_003156	RNA polymerase sporulation sigma factor SigF	WP_003370439.1	228611	229366
pgaptmp_003157	anti-sigma F factor	WP_011968157.1	229376	229807
pgaptmp_003158	anti-sigma F factor antagonist	WP_003373512.1	229824	230159
pgaptmp_003159	AAA family ATPase	WP_003370035.1	230523	232832
pgaptmp_003160	DUF4003 family protein	WP_017353995.1	233011	233934
pgaptmp_003161	BhlA/UviB family holin-like peptide	WP_003374241.1	234155	234376
pgaptmp_003162	sigma-70 family RNA polymerase sigma factor	WP_017825646.1	234369	234914
pgaptmp_003163	hypothetical protein	WP_012425357.1	235488	235919
pgaptmp_003164	calcium-translocating P-type ATPase%2C PMCA-type	WP_002581973.1	236223	238769
pgaptmp_003165	putative manganese-dependent inorganic diphosphatase	WP_012451194.1	238915	240555
pgaptmp_003185	magnesium transporter CorA family protein	WP_011967474.1	716	1663
pgaptmp_003186	hypothetical protein	WP_012451936.1	1940	2416
pgaptmp_003187	M20 family peptidase	WP_012449814.1	2477	3637
pgaptmp_003188	sigma factor G inhibitor Gin	WP_003373727.1	3798	3968
pgaptmp_003189	dTMP kinase	WP_003372049.1	4121	4798
pgaptmp_003190	cyclic-di-AMP receptor	WP_012450615.1	4913	5245
pgaptmp_003191	DNA polymerase III subunit delta'	WP_017352553.1	5257	6189
pgaptmp_003192	PSP1 domain-containing protein	WP_003370861.1	6193	7101
pgaptmp_003193	DUF362 domain-containing protein	WP_003363046.1	7245	7415
pgaptmp_003194	MBL fold metallo-hydrolase	WP_003374001.1	7573	8211
pgaptmp_003195	CtsR family transcriptional regulator	WP_012423482.1	8400	8855
pgaptmp_003196	UvrB/UvrC motif-containing protein	WP_012425695.1	8870	9445
pgaptmp_003197	protein arginine kinase	WP_012424986.1	9429	10448
pgaptmp_003198	ATP-dependent Clp protease ATP-binding subunit	WP_012451694.1	10479	12917
pgaptmp_003199	NAD(P)/FAD-dependent oxidoreductase	WP_017352552.1	13210	14145
pgaptmp_003200	glutaredoxin domain-containing protein	WP_003374525.1	14150	14377
pgaptmp_003201	glutaredoxin family protein	WP_003452255.1	14628	14855
pgaptmp_003202	hypothetical protein	WP_012424402.1	14923	15090
pgaptmp_003203	DNA repair protein RadA	WP_003373914.1	15358	16725
pgaptmp_003204	DNA integrity scanning diadenylate cyclase DisA	WP_011967490.1	16743	17807
pgaptmp_003205	DUF1573 domain-containing protein	WP_012048365.1	17852	18250
pgaptmp_003206	PIN/TRAM domain-containing protein	WP_012425107.1	18512	19606
pgaptmp_003207	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	WP_012424611.1	19625	20299
pgaptmp_003208	proline--tRNA ligase	WP_012449478.1	20622	22334
pgaptmp_003209	cysteine--tRNA ligase	WP_012422748.1	22354	23766
pgaptmp_003210	Mini-ribonuclease 3	WP_003369985.1	23816	24241
pgaptmp_003211	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	WP_003372212.1	24246	25106
pgaptmp_003212	NYN domain-containing protein	WP_012422715.1	25129	25641
pgaptmp_003213	RNA polymerase sporulation sigma factor SigH	WP_012423313.1	25728	26348
pgaptmp_003215	elongation factor Tu	WP_003369929.1	26560	27753
pgaptmp_003216	50S ribosomal protein L33	WP_013913658.1	27918	28067
pgaptmp_003217	preprotein translocase subunit SecE	WP_012425691.1	28117	28347
pgaptmp_003218	transcription termination/antitermination protein NusG	WP_003373330.1	28385	28906
pgaptmp_003219	50S ribosomal protein L11	WP_003371022.1	28985	29410
pgaptmp_003220	50S ribosomal protein L1	WP_003452172.1	29465	30154
pgaptmp_003221	50S ribosomal protein L10	WP_017210134.1	30365	30868
pgaptmp_003222	50S ribosomal protein L7/L12	WP_003374668.1	30926	31288
pgaptmp_003223	DNA-directed RNA polymerase subunit beta	WP_003373711.1	31653	35396
pgaptmp_003224	DNA-directed RNA polymerase subunit beta'	WP_012423701.1	35418	38951
pgaptmp_003225	30S ribosomal protein S12	WP_011988799.1	39242	39619
pgaptmp_003226	30S ribosomal protein S7	WP_015390336.1	39765	40235
pgaptmp_003227	elongation factor G	WP_003452179.1	40314	42380
pgaptmp_003228	elongation factor Tu	WP_003369929.1	42473	43666
pgaptmp_003229	30S ribosomal protein S10	WP_003514618.1	44141	44452
pgaptmp_003230	50S ribosomal protein L3	WP_014521975.1	44523	45152
pgaptmp_003231	50S ribosomal protein L4	WP_011967512.1	45178	45798
pgaptmp_003232	50S ribosomal protein L23	WP_003371883.1	45798	46094
pgaptmp_003233	50S ribosomal protein L2	WP_003369139.1	46154	46987
pgaptmp_003234	30S ribosomal protein S19	WP_003373804.1	47055	47333
pgaptmp_003235	50S ribosomal protein L22	WP_009167817.1	47354	47689
pgaptmp_003236	30S ribosomal protein S3	WP_010966406.1	47708	48373
pgaptmp_003237	50S ribosomal protein L16	WP_003454381.1	48391	48825
pgaptmp_003238	50S ribosomal protein L29	WP_011988811.1	48825	49037
pgaptmp_003239	30S ribosomal protein S17	WP_011988812.1	49061	49315
pgaptmp_003240	50S ribosomal protein L14	WP_015924311.1	49344	49712
pgaptmp_003241	50S ribosomal protein L24	WP_011967519.1	49728	50042
pgaptmp_003242	50S ribosomal protein L5	WP_003454431.1	50066	50605
pgaptmp_003243	type Z 30S ribosomal protein S14	WP_003470274.1	50622	50807
pgaptmp_003244	30S ribosomal protein S8	WP_003454446.1	50838	51236
pgaptmp_003245	50S ribosomal protein L6	WP_003373975.1	51309	51851
pgaptmp_003246	50S ribosomal protein L18	WP_003454424.1	51870	52232
pgaptmp_003247	30S ribosomal protein S5	WP_003454272.1	52252	52749
pgaptmp_003248	50S ribosomal protein L30	WP_011967524.1	52761	52940
pgaptmp_003249	50S ribosomal protein L15	WP_010966393.1	52964	53404
pgaptmp_003250	preprotein translocase subunit SecY	WP_003369535.1	53406	54686
pgaptmp_003251	adenylate kinase	WP_012423752.1	54711	55358
pgaptmp_003252	type I methionyl aminopeptidase	WP_015390357.1	55362	56111
pgaptmp_003253	hypothetical protein	WP_009167835.1	56200	56481
pgaptmp_003254	translation initiation factor IF-1	WP_015617469.1	56489	56707
pgaptmp_003255	50S ribosomal protein L36	WP_003720928.1	56761	56874
pgaptmp_003256	30S ribosomal protein S13	WP_015390359.1	57080	57448
pgaptmp_003257	30S ribosomal protein S11	WP_016205877.1	57468	57860
pgaptmp_003258	30S ribosomal protein S4	WP_011593130.1	57888	58508
pgaptmp_003259	DNA-directed RNA polymerase subunit alpha	WP_011967533.1	58620	59567
pgaptmp_003260	50S ribosomal protein L17	WP_003357477.1	59580	59921
pgaptmp_003261	energy-coupling factor transporter ATPase	WP_012425521.1	60174	61025
pgaptmp_003262	energy-coupling factor transporter ATPase	WP_003470275.1	61010	61867
pgaptmp_003263	energy-coupling factor transporter transmembrane component T family protein	WP_002582638.1	61963	62766
pgaptmp_003264	tRNA pseudouridine(38-40) synthase TruA	WP_011967538.1	62782	63516
pgaptmp_003265	50S ribosomal protein L13	WP_003494906.1	63675	64109
pgaptmp_003266	30S ribosomal protein S9	WP_011721242.1	64137	64529
pgaptmp_003267	Na/Pi cotransporter family protein	WP_012425634.1	64863	66461
pgaptmp_003268	N-acetylmuramoyl-L-alanine amidase CwlD	WP_003370247.1	66774	67436
pgaptmp_003269	hypothetical protein	WP_012424149.1	67647	68414
pgaptmp_003270	fumarate hydratase	WP_012450911.1	68549	69391
pgaptmp_003271	Fe-S-containing hydro-lyase	WP_012425205.1	69650	70207
pgaptmp_003272	YitT family protein	WP_017353794.1	70382	71239
pgaptmp_003273	tetratricopeptide repeat protein	WP_003369614.1	71495	72205
pgaptmp_003274	response regulator transcription factor	WP_003372261.1	72284	72976
pgaptmp_003275	sensor histidine kinase	WP_012423777.1	72948	74804
pgaptmp_003276	ribonucleoside-diphosphate reductase subunit alpha	WP_012451905.1	75006	77231
pgaptmp_003277	ribonucleotide-diphosphate reductase subunit beta	WP_003454288.1	77564	78598
pgaptmp_003278	phosphoenolpyruvate--protein phosphotransferase	WP_003454338.1	78791	80410
pgaptmp_003279	chromate transporter	WP_017825917.1	80654	81187
pgaptmp_003280	chromate transporter	WP_012423929.1	81191	81715
pgaptmp_003281	tetratricopeptide repeat protein	WP_012449648.1	81880	83148
pgaptmp_003282	beta-aspartyl-peptidase	WP_003368987.1	83194	84366
pgaptmp_003283	cell wall hydrolase	WP_012425214.1	84467	85096
pgaptmp_003284	hypothetical protein	WP_017825914.1	85166	86152
pgaptmp_003285	diadenylate cyclase CdaA	WP_012451668.1	86339	87199
pgaptmp_003286	CdaR family protein	WP_012423811.1	87169	88392
pgaptmp_003287	NAD(P)/FAD-dependent oxidoreductase	WP_012451735.1	88496	90091
pgaptmp_003288	phosphate butyryltransferase	WP_011967555.1	90265	91173
pgaptmp_003289	butyrate kinase	WP_011967556.1	91197	92264
pgaptmp_003290	AIM24 family protein	WP_003369730.1	92518	93351
pgaptmp_003291	YerC/YecD family TrpR-related protein	WP_012450057.1	93434	93730
pgaptmp_003292	phosphoglucosamine mutase	WP_003372618.1	94028	95371
pgaptmp_003293	hypothetical protein	WP_003370136.1	95866	96279
pgaptmp_003294	acetolactate synthase small subunit	WP_012423742.1	96817	97326
pgaptmp_003295	3-isopropylmalate dehydratase large subunit	WP_017825909.1	97500	98759
pgaptmp_003296	3-isopropylmalate dehydratase small subunit	WP_015390421.1	98774	99259
pgaptmp_003297	3-isopropylmalate dehydrogenase	WP_003370471.1	99431	100513
pgaptmp_003298	dihydroxy-acid dehydratase	WP_017354145.1	100520	102178
pgaptmp_003299	biosynthetic-type acetolactate synthase large subunit	WP_017825905.1	102277	103950
pgaptmp_003300	ketol-acid reductoisomerase	WP_012423881.1	103971	104987
pgaptmp_003301	GIY-YIG nuclease family protein	WP_012423033.1	105896	106153
pgaptmp_003302	LacI family DNA-binding transcriptional regulator	WP_003371928.1	106197	107195
pgaptmp_003303	glycoside hydrolase family 13 protein	WP_003359060.1	107505	109169
pgaptmp_003304	PTS transporter subunit IIBC	WP_012451775.1	109233	110897
pgaptmp_003305	endonuclease/exonuclease/phosphatase family protein	WP_003374693.1	110902	111690
pgaptmp_003306	MarR family winged helix-turn-helix transcriptional regulator	WP_012424226.1	111732	112223
pgaptmp_003307	efflux RND transporter periplasmic adaptor subunit	WP_012425433.1	112525	113751
pgaptmp_003308	efflux RND transporter permease subunit	WP_012424386.1	113756	116959
pgaptmp_003309	multidrug transporter	WP_012425435.1	116986	118155
pgaptmp_003310	transglutaminase domain-containing protein	WP_003374141.1	118673	119719
pgaptmp_003311	glutamine--fructose-6-phosphate transaminase (isomerizing)	WP_010963484.1	120475	122301
pgaptmp_003312	Crp/Fnr family transcriptional regulator	WP_017825873.1	122425	123099
pgaptmp_003313	MATE family efflux transporter	WP_017354132.1	123351	124694
pgaptmp_003314	phosphomannomutase/phosphoglucomutase	WP_003374627.1	125223	126746
pgaptmp_003315	potassium/proton antiporter	WP_012424182.1	127127	128539
pgaptmp_003316	formate/nitrite transporter family protein	WP_012450990.1	129142	129903
pgaptmp_003317	hypothetical protein	WP_012449797.1	130077	130481
pgaptmp_003318	beta-class carbonic anhydrase	WP_012422799.1	130572	131132
pgaptmp_003319	5-formyltetrahydrofolate cyclo-ligase	WP_012425380.1	131383	131964
pgaptmp_003320	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein	WP_017352397.1	132285	133550
pgaptmp_003321	threonine--tRNA ligase	WP_003429981.1	133859	135790
pgaptmp_003322	HNH endonuclease signature motif containing protein	WP_012425308.1	136167	136580
pgaptmp_003323	glycerol-3-phosphate responsive antiterminator	WP_017825869.1	136836	137396
pgaptmp_003324	glycerol-3-phosphate transporter	WP_003369561.1	137508	138836
pgaptmp_003325	hypothetical protein	WP_017352396.1	139273	139869
pgaptmp_003326	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase	WP_003373379.1	139948	140421
pgaptmp_003327	anti-sigma factor domain-containing protein	WP_012425632.1	140878	141909
pgaptmp_003328	polysaccharide deacetylase family protein	WP_017825865.1	142059	142979
pgaptmp_003329	DUF3298 and DUF4163 domain-containing protein	WP_017825864.1	143224	143946
pgaptmp_003330	YitT family protein	WP_012425598.1	144013	144861
pgaptmp_003331	[FeFe] hydrogenase H-cluster radical SAM maturase HydE	WP_012451678.1	144994	146040
pgaptmp_003332	cation-translocating P-type ATPase	WP_003371794.1	146241	148910
pgaptmp_003333	FadR/GntR family transcriptional regulator	WP_017825861.1	149287	149985
pgaptmp_003334	L-lactate permease	WP_010233533.1	150293	151822
pgaptmp_003335	electron transfer flavoprotein subunit beta/FixA family protein	WP_003402402.1	151849	152637
pgaptmp_003336	FAD-binding protein	WP_003374751.1	152740	153930
pgaptmp_003337	FAD-binding oxidoreductase	WP_003373519.1	153935	155338
pgaptmp_003338	patatin-like phospholipase family protein	WP_012450139.1	155920	156762
pgaptmp_003339	SEC-C metal-binding domain-containing protein	WP_017825726.1	156931	158145
pgaptmp_003340	mannose-1-phosphate guanylyltransferase	WP_011967668.1	158359	159426
pgaptmp_003341	zinc dependent phospholipase C family protein	WP_012449470.1	159702	160283
pgaptmp_003342	ArsR/SmtB family transcription factor	WP_012449787.1	160412	160777
pgaptmp_003343	heavy metal translocating P-type ATPase	WP_003374398.1	160794	163061
pgaptmp_003344	redox-sensing transcriptional repressor Rex	WP_012425478.1	163452	164084
pgaptmp_003345	short-chain-enoyl-CoA hydratase	WP_012423130.1	164431	165213
pgaptmp_003346	acyl-CoA dehydrogenase	WP_010965998.1	165293	166432
pgaptmp_003347	electron transfer flavoprotein subunit beta	WP_002582764.1	166452	167234
pgaptmp_003348	electron transfer flavoprotein subunit alpha/FixB family protein	WP_009168023.1	167257	168264
pgaptmp_003349	3-hydroxybutyryl-CoA dehydrogenase	WP_008427158.1	168367	169215
pgaptmp_003350	C-GCAxxG-C-C family (seleno)protein	WP_012423672.1	169391	169825
